Id,SalePrice
1785,1.28E+05
1786,1.45E+05
1787,1.67E+05
1788,6.57E+04
1789,1.26E+05
1790,9.53E+04
1791,1.97E+05
1792,1.63E+05
1793,1.33E+05
1794,1.55E+05
1795,1.45E+05
1796,1.21E+05
1797,1.28E+05
1798,1.38E+05
1799,1.17E+05
1800,1.32E+05
1801,1.35E+05
1802,1.44E+05
1803,1.64E+05
1804,1.46E+05
1805,1.43E+05
1806,1.39E+05
1807,1.84E+05
1808,1.23E+05
1809,1.39E+05
1810,1.60E+05
1811,1.17E+05
1812,1.11E+05
1813,1.33E+05
1814,9.56E+04
1815,7.31E+04
1816,1.14E+05
1817,1.39E+05
1818,1.35E+05
1819,1.35E+05
1820,8.37E+04
1821,1.42E+05
1822,1.57E+05
1823,4.65E+04
1824,1.34E+05
1825,1.67E+05
1826,1.16E+05
1827,1.05E+05
1828,1.44E+05
1829,1.37E+05
1830,1.44E+05
1831,1.80E+05
1832,9.98E+04
1833,1.40E+05
1834,1.46E+05
1835,1.46E+05
1836,1.36E+05
1837,1.10E+05
1838,1.54E+05
1839,1.25E+05
1840,1.76E+05
1841,1.67E+05
1842,9.11E+04
1843,1.35E+05
1844,1.46E+05
1845,1.57E+05
1846,1.55E+05
1847,1.72E+05
1848,7.46E+04
1849,1.24E+05
1850,1.35E+05
1851,1.47E+05
1852,1.36E+05
1853,1.34E+05
1854,1.86E+05
1855,1.40E+05
1856,2.22E+05
1857,1.42E+05
1858,1.43E+05
1859,1.21E+05
1860,1.59E+05
1861,1.21E+05
1862,2.44E+05
1863,2.40E+05
1864,2.40E+05
1865,3.53E+05
1866,3.34E+05
1867,2.34E+05
1868,3.09E+05
1869,2.26E+05
1870,2.46E+05
1871,2.62E+05
1872,1.90E+05
1873,2.35E+05
1874,1.56E+05
1875,2.19E+05
1876,2.07E+05
1877,2.21E+05
1878,2.15E+05
1879,1.51E+05
1880,1.50E+05
1881,2.39E+05
1882,2.52E+05
1883,2.00E+05
1884,2.24E+05
1885,2.49E+05
1886,3.06E+05
1887,2.16E+05
1888,3.13E+05
1889,1.85E+05
1890,1.24E+05
1891,1.32E+05
1892,1.22E+05
1893,1.49E+05
1894,1.39E+05
1895,1.49E+05
1896,1.27E+05
1897,1.37E+05
1898,1.56E+05
1899,1.54E+05
1900,1.61E+05
1901,1.63E+05
1902,1.47E+05
1903,2.17E+05
1904,1.47E+05
1905,1.89E+05
1906,1.69E+05
1907,2.14E+05
1908,1.23E+05
1909,1.65E+05
1910,1.29E+05
1911,2.00E+05
1912,2.54E+05
1913,1.77E+05
1914,6.14E+04
1915,3.35E+05
1916,8.79E+04
1917,2.61E+05
1918,1.48E+05
1919,1.65E+05
1920,1.69E+05
1921,3.83E+05
1922,3.33E+05
1923,2.10E+05
1924,2.41E+05
1925,2.33E+05
1926,3.70E+05
1927,1.32E+05
1928,1.59E+05
1929,1.37E+05
1930,1.35E+05
1931,1.49E+05
1932,1.49E+05
1933,1.80E+05
1934,1.96E+05
1935,1.70E+05
1936,2.03E+05
1937,2.00E+05
1938,1.86E+05
1939,2.51E+05
1940,2.06E+05
1941,1.80E+05
1942,1.99E+05
1943,2.16E+05
1944,3.88E+05
1945,3.81E+05
1946,1.77E+05
1947,2.55E+05
1948,1.85E+05
1949,2.47E+05
1950,1.84E+05
1951,2.28E+05
1952,2.39E+05
1953,1.73E+05
1954,1.91E+05
1955,1.37E+05
1956,2.65E+05
1957,1.65E+05
1958,2.84E+05
1959,1.44E+05
1960,1.21E+05
1961,1.24E+05
1962,1.10E+05
1963,1.20E+05
1964,1.15E+05
1965,1.55E+05
1966,1.51E+05
1967,3.36E+05
1968,4.57E+05
1969,3.63E+05
1970,4.28E+05
1971,4.28E+05
1972,3.63E+05
1973,3.01E+05
1974,3.36E+05
1975,4.69E+05
1976,2.94E+05
1977,4.09E+05
1978,3.64E+05
1979,3.10E+05
1980,2.04E+05
1981,3.47E+05
1982,2.31E+05
1983,2.12E+05
1984,1.81E+05
1985,2.22E+05
1986,2.04E+05
1987,1.86E+05
1988,1.84E+05
1989,2.03E+05
1990,2.17E+05
1991,2.35E+05
1992,2.22E+05
1993,1.83E+05
1994,2.33E+05
1995,1.90E+05
1996,2.51E+05
1997,3.23E+05
1998,3.31E+05
1999,2.66E+05
2000,3.08E+05
2001,2.63E+05
2002,2.68E+05
2003,2.63E+05
2004,2.99E+05
2005,2.34E+05
2006,2.25E+05
2007,2.47E+05
2008,2.30E+05
2009,2.20E+05
2010,2.08E+05
2011,1.45E+05
2012,1.92E+05
2013,2.02E+05
2014,1.97E+05
2015,2.12E+05
2016,2.16E+05
2017,2.10E+05
2018,1.29E+05
2019,1.39E+05
2020,1.15E+05
2021,1.33E+05
2022,1.89E+05
2023,1.74E+05
2024,2.67E+05
2025,3.43E+05
2026,1.92E+05
2027,1.55E+05
2028,1.57E+05
2029,1.61E+05
2030,2.76E+05
2031,2.63E+05
2032,2.68E+05
2033,2.70E+05
2034,1.77E+05
2035,2.25E+05
2036,2.15E+05
2037,2.20E+05
2038,2.88E+05
2039,2.13E+05
2040,3.69E+05
2041,2.68E+05
2042,2.13E+05
2043,1.72E+05
2044,1.82E+05
2045,2.25E+05
2046,1.44E+05
2047,1.57E+05
2048,1.42E+05
2049,1.44E+05
2050,1.83E+05
2051,1.18E+05
2052,1.40E+05
2053,1.51E+05
2054,1.02E+05
2055,1.67E+05
2056,1.26E+05
2057,1.21E+05
2058,2.12E+05
2059,1.29E+05
2060,2.09E+05
2061,1.69E+05
2062,1.40E+05
2063,1.20E+05
2064,1.36E+05
2065,1.33E+05
2066,1.87E+05
2067,1.26E+05
2068,1.42E+05
2069,9.79E+04
2070,1.17E+05
2071,1.05E+05
2072,1.39E+05
2073,1.38E+05
2074,1.77E+05
2075,1.53E+05
2076,1.26E+05
2077,1.61E+05
2078,1.40E+05
2079,1.43E+05
2080,1.19E+05
2081,1.31E+05
2082,1.44E+05
2083,1.56E+05
2084,1.20E+05
2085,1.24E+05
2086,1.38E+05
2087,1.26E+05
2088,1.32E+05
2089,1.06E+05
2090,1.47E+05
2091,1.47E+05
2092,1.51E+05
2093,1.52E+05
2094,1.33E+05
2095,1.58E+05
2096,8.58E+04
2097,1.02E+05
2098,1.64E+05
2099,7.00E+04
2100,1.05E+05
2101,1.42E+05
2102,1.51E+05
2103,1.16E+05
2104,1.41E+05
2105,1.45E+05
2106,6.99E+04
2107,2.44E+05
2108,1.32E+05
2109,1.19E+05
2110,1.26E+05
2111,1.39E+05
2112,1.60E+05
2113,1.74E+05
2114,1.18E+05
2115,1.60E+05
2116,1.30E+05
2117,1.55E+05
2118,1.34E+05
2119,1.17E+05
2120,1.32E+05
2121,1.05E+05
2122,1.25E+05
2123,9.02E+04
2124,1.87E+05
2125,1.39E+05
2126,1.90E+05
2127,1.41E+05
2128,1.43E+05
2129,9.91E+04
2130,1.48E+05
2131,1.43E+05
2132,1.21E+05
2133,1.18E+05
2134,1.22E+05
2135,1.05E+05
2136,7.25E+04
2137,1.27E+05
2138,1.52E+05
2139,1.59E+05
2140,1.44E+05
2141,1.58E+05
2142,1.40E+05
2143,1.57E+05
2144,1.35E+05
2145,1.45E+05
2146,1.61E+05
2147,1.47E+05
2148,1.29E+05
2149,1.59E+05
2150,2.42E+05
2151,1.34E+05
2152,1.53E+05
2153,1.64E+05
2154,1.32E+05
2155,1.45E+05
2156,2.59E+05
2157,2.50E+05
2158,2.53E+05
2159,2.25E+05
2160,1.86E+05
2161,2.55E+05
2162,3.99E+05
2163,3.52E+05
2164,2.37E+05
2165,1.80E+05
2166,1.49E+05
2167,2.17E+05
2168,2.17E+05
2169,2.10E+05
2170,2.37E+05
2171,1.60E+05
2172,1.42E+05
2173,1.79E+05
2174,2.31E+05
2175,2.98E+05
2176,3.18E+05
2177,2.57E+05
2178,2.23E+05
2179,1.45E+05
2180,2.15E+05
2181,1.99E+05
2182,2.17E+05
2183,2.17E+05
2184,1.33E+05
2185,1.40E+05
2186,1.51E+05
2187,1.62E+05
2188,1.57E+05
2189,2.48E+05
2190,8.39E+04
2191,8.66E+04
2192,8.32E+04
2193,1.24E+05
2194,1.29E+05
2195,1.10E+05
2196,1.25E+05
2197,1.35E+05
2198,1.57E+05
2199,1.98E+05
2200,1.48E+05
2201,1.54E+05
2202,1.92E+05
2203,1.56E+05
2204,1.78E+05
2205,1.31E+05
2206,1.48E+05
2207,2.42E+05
2208,2.21E+05
2209,1.96E+05
2210,1.36E+05
2211,1.20E+05
2212,1.72E+05
2213,1.05E+05
2214,1.57E+05
2215,1.05E+05
2216,1.60E+05
2217,7.84E+04
2218,1.07E+05
2219,9.81E+04
2220,7.91E+04
2221,3.35E+05
2222,2.84E+05
2223,2.53E+05
2224,2.26E+05
2225,1.37E+05
2226,1.91E+05
2227,2.07E+05
2228,2.86E+05
2229,2.43E+05
2230,1.71E+05
2231,2.30E+05
2232,1.74E+05
2233,1.85E+05
2234,2.75E+05
2235,2.12E+05
2236,2.74E+05
2237,3.65E+05
2238,2.10E+05
2239,1.25E+05
2240,1.65E+05
2241,1.54E+05
2242,1.42E+05
2243,1.48E+05
2244,1.00E+05
2245,1.01E+05
2246,1.46E+05
2247,1.09E+05
2248,1.27E+05
2249,1.31E+05
2250,1.54E+05
2251,1.24E+05
2252,2.00E+05
2253,1.70E+05
2254,1.84E+05
2255,1.99E+05
2256,2.00E+05
2257,2.03E+05
2258,1.90E+05
2259,1.86E+05
2260,1.52E+05
2261,1.98E+05
2262,2.15E+05
2263,3.52E+05
2264,4.10E+05
2265,1.42E+05
2266,3.03E+05
2267,3.57E+05
2268,4.06E+05
2269,1.66E+05
2270,1.91E+05
2271,2.42E+05
2272,1.96E+05
2273,1.72E+05
2274,1.95E+05
2275,1.70E+05
2276,1.55E+05
2277,2.03E+05
2278,1.63E+05
2279,1.33E+05
2280,1.31E+05
2281,1.87E+05
2282,1.82E+05
2283,1.11E+05
2284,1.19E+05
2285,1.41E+05
2286,1.38E+05
2287,3.55E+05
2288,2.89E+05
2289,4.01E+05
2290,4.74E+05
2291,3.25E+05
2292,4.06E+05
2293,4.11E+05
2294,4.04E+05
2295,4.29E+05
2296,3.14E+05
2297,3.32E+05
2298,3.59E+05
2299,3.37E+05
2300,2.99E+05
2301,3.15E+05
2302,2.52E+05
2303,2.43E+05
2304,2.47E+05
2305,2.08E+05
2306,2.05E+05
2307,1.88E+05
2308,2.26E+05
2309,2.93E+05
2310,2.09E+05
2311,2.01E+05
2312,1.98E+05
2313,1.84E+05
2314,1.86E+05
2315,1.82E+05
2316,1.95E+05
2317,2.04E+05
2318,1.93E+05
2319,1.86E+05
2320,2.05E+05
2321,2.51E+05
2322,1.85E+05
2323,2.11E+05
2324,1.92E+05
2325,2.22E+05
2326,1.84E+05
2327,2.16E+05
2328,2.26E+05
2329,2.05E+05
2330,1.87E+05
2331,3.59E+05
2332,3.92E+05
2333,3.14E+05
2334,2.84E+05
2335,2.60E+05
2336,3.29E+05
2337,2.17E+05
2338,2.98E+05
2339,2.15E+05
2340,3.82E+05
2341,2.23E+05
2342,2.45E+05
2343,2.31E+05
2344,2.38E+05
2345,2.33E+05
2346,2.31E+05
2347,2.21E+05
2348,2.31E+05
2349,1.83E+05
2350,3.41E+05
2351,2.54E+05
2352,2.47E+05
2353,2.35E+05
2354,1.38E+05
2355,1.43E+05
2356,1.59E+05
2357,2.15E+05
2358,2.24E+05
2359,1.28E+05
2360,1.23E+05
2361,1.48E+05
2362,2.81E+05
2363,1.47E+05
2364,1.70E+05
2365,2.20E+05
2366,1.85E+05
2367,2.07E+05
2368,2.15E+05
2369,2.19E+05
2370,1.64E+05
2371,1.70E+05
2372,2.06E+05
2373,2.83E+05
2374,3.25E+05
2375,2.37E+05
2376,2.66E+05
2377,3.15E+05
2378,1.31E+05
2379,2.21E+05
2380,1.55E+05
2381,1.69E+05
2382,2.03E+05
2383,2.03E+05
2384,2.42E+05
2385,1.58E+05
2386,1.53E+05
2387,1.48E+05
2388,1.08E+05
2389,1.28E+05
2390,1.52E+05
2391,1.44E+05
2392,1.33E+05
2393,1.74E+05
2394,1.51E+05
2395,2.07E+05
2396,1.46E+05
2397,1.98E+05
2398,1.30E+05
2399,8.24E+04
2400,7.54E+04
2401,1.26E+05
2402,1.47E+05
2403,1.39E+05
2404,1.46E+05
2405,1.64E+05
2406,1.40E+05
2407,1.24E+05
2408,1.43E+05
2409,1.38E+05
2410,1.89E+05
2411,1.35E+05
2412,1.63E+05
2413,1.36E+05
2414,1.53E+05
2415,1.34E+05
2416,1.37E+05
2417,1.37E+05
2418,1.35E+05
2419,1.41E+05
2420,1.30E+05
2421,1.54E+05
2422,1.19E+05
2423,1.28E+05
2424,1.43E+05
2425,1.85E+05
2426,1.35E+05
2427,1.41E+05
2428,1.73E+05
2429,1.22E+05
2430,1.34E+05
2431,1.19E+05
2432,1.47E+05
2433,1.50E+05
2434,1.56E+05
2435,1.60E+05
2436,1.13E+05
2437,1.21E+05
2438,1.26E+05
2439,1.12E+05
2440,1.26E+05
2441,1.14E+05
2442,1.13E+05
2443,1.22E+05
2444,1.34E+05
2445,9.30E+04
2446,1.14E+05
2447,2.20E+05
2448,1.27E+05
2449,1.19E+05
2450,1.64E+05
2451,1.44E+05
2452,2.01E+05
2453,1.05E+05
2454,1.46E+05
2455,1.07E+05
2456,1.51E+05
2457,1.40E+05
2458,1.37E+05
2459,1.17E+05
2460,1.47E+05
2461,1.32E+05
2462,1.48E+05
2463,1.35E+05
2464,1.75E+05
2465,1.33E+05
2466,1.13E+05
2467,1.64E+05
2468,1.07E+05
2469,1.01E+05
2470,1.77E+05
2471,2.11E+05
2472,1.64E+05
2473,1.26E+05
2474,1.07E+05
2475,2.37E+05
2476,1.04E+05
2477,1.40E+05
2478,1.82E+05
2479,1.20E+05
2480,1.53E+05
2481,1.24E+05
2482,1.51E+05
2483,1.25E+05
2484,1.30E+05
2485,1.27E+05
2486,1.74E+05
2487,1.80E+05
2488,1.58E+05
2489,1.49E+05
2490,1.49E+05
2491,1.05E+05
2492,1.87E+05
2493,1.28E+05
2494,1.53E+05
2495,9.83E+04
2496,2.36E+05
2497,1.62E+05
2498,1.24E+05
2499,1.13E+05
2500,1.52E+05
2501,1.49E+05
2502,1.51E+05
2503,1.26E+05
2504,2.11E+05
2505,2.51E+05
2506,2.76E+05
2507,2.96E+05
2508,2.68E+05
2509,2.24E+05
2510,2.27E+05
2511,1.88E+05
2512,2.43E+05
2513,2.47E+05
2514,2.64E+05
2515,1.62E+05
2516,1.96E+05
2517,1.38E+05
2518,1.62E+05
2519,2.55E+05
2520,2.20E+05
2521,2.03E+05
2522,2.29E+05
2523,1.48E+05
2524,1.39E+05
2525,1.47E+05
2526,1.51E+05
2527,1.28E+05
2528,1.46E+05
2529,1.44E+05
2530,1.33E+05
2531,2.34E+05
2532,2.40E+05
2533,2.14E+05
2534,2.21E+05
2535,2.79E+05
2536,2.47E+05
2537,2.40E+05
2538,2.04E+05
2539,1.96E+05
2540,2.06E+05
2541,1.96E+05
2542,1.58E+05
2543,1.35E+05
2544,1.32E+05
2545,1.37E+05
2546,1.45E+05
2547,1.55E+05
2548,1.57E+05
2549,1.61E+05
2550,5.38E+05
2551,1.46E+05
2552,1.29E+05
2553,8.93E+04
2554,1.09E+05
2555,1.27E+05
2556,1.17E+05
2557,1.15E+05
2558,1.58E+05
2559,1.54E+05
2560,1.38E+05
2561,1.55E+05
2562,1.52E+05
2563,1.54E+05
2564,1.82E+05
2565,1.21E+05
2566,1.51E+05
2567,1.38E+05
2568,1.89E+05
2569,1.91E+05
2570,1.27E+05
2571,1.76E+05
2572,1.92E+05
2573,2.45E+05
2574,3.11E+05
2575,1.42E+05
2576,1.28E+05
2577,1.67E+05
2578,9.95E+04
2579,8.45E+04
2580,1.17E+05
2581,1.34E+05
2582,1.23E+05
2583,2.79E+05
2584,1.77E+05
2585,1.97E+05
2586,2.19E+05
2587,2.09E+05
2588,1.43E+05
2589,1.52E+05
2590,2.20E+05
2591,2.29E+05
2592,2.38E+05
2593,2.90E+05
2594,1.83E+05
2595,2.20E+05
2596,3.46E+05
2597,1.88E+05
2598,2.88E+05
2599,3.21E+05
2600,1.73E+05
2601,1.29E+05
2602,9.34E+04
2603,9.46E+04
2604,9.27E+04
2605,8.98E+04
2606,1.57E+05
2607,1.81E+05
2608,2.16E+05
2609,1.76E+05
2610,1.25E+05
2611,1.72E+05
2612,1.75E+05
2613,1.36E+05
2614,1.28E+05
2615,1.61E+05
2616,1.61E+05
2617,1.78E+05
2618,1.94E+05
2619,2.37E+05
2620,1.92E+05
2621,1.83E+05
2622,1.86E+05
2623,2.55E+05
2624,2.84E+05
2625,2.75E+05
2626,1.73E+05
2627,1.84E+05
2628,4.43E+05
2629,5.63E+05
2630,3.65E+05
2631,4.61E+05
2632,3.97E+05
2633,3.12E+05
2634,3.89E+05
2635,1.51E+05
2636,1.67E+05
2637,1.50E+05
2638,2.62E+05
2639,1.74E+05
2640,1.51E+05
2641,1.09E+05
2642,1.84E+05
2643,1.06E+05
2644,1.35E+05
2645,1.10E+05
2646,9.55E+04
2647,1.13E+05
2648,1.46E+05
2649,1.58E+05
2650,1.43E+05
2651,1.53E+05
2652,4.12E+05
2653,2.34E+05
2654,2.58E+05
2655,3.71E+05
2656,3.30E+05
2657,3.38E+05
2658,3.01E+05
2659,3.01E+05
2660,3.88E+05
2661,3.52E+05
2662,3.65E+05
2663,2.89E+05
2664,2.98E+05
2665,3.28E+05
2666,3.09E+05
2667,1.82E+05
2668,1.91E+05
2669,1.90E+05
2670,2.86E+05
2671,1.92E+05
2672,2.13E+05
2673,2.09E+05
2674,2.23E+05
2675,1.84E+05
2676,2.03E+05
2677,2.06E+05
2678,2.70E+05
2679,3.12E+05
2680,2.70E+05
2681,4.07E+05
2682,3.17E+05
2683,5.16E+05
2684,3.08E+05
2685,3.10E+05
2686,2.83E+05
2687,3.84E+05
2688,2.33E+05
2689,2.11E+05
2690,4.46E+05
2691,2.02E+05
2692,1.50E+05
2693,2.02E+05
2694,1.47E+05
2695,2.09E+05
2696,1.95E+05
2697,1.92E+05
2698,2.15E+05
2699,1.82E+05
2700,1.64E+05
2701,1.54E+05
2702,1.17E+05
2703,1.36E+05
2704,1.53E+05
2705,1.19E+05
2706,1.12E+05
2707,1.23E+05
2708,1.41E+05
2709,1.10E+05
2710,1.27E+05
2711,2.81E+05
2712,3.81E+05
2713,1.92E+05
2714,1.58E+05
2715,1.79E+05
2716,1.65E+05
2717,2.13E+05
2718,2.25E+05
2719,1.41E+05
2720,1.77E+05
2721,1.46E+05
2722,1.74E+05
2723,1.48E+05
2724,1.27E+05
2725,1.45E+05
2726,1.57E+05
2727,1.52E+05
2728,1.70E+05
2729,1.50E+05
2730,1.51E+05
2731,1.17E+05
2732,1.30E+05
2733,1.59E+05
2734,1.52E+05
2735,1.45E+05
2736,1.45E+05
2737,1.37E+05
2738,1.38E+05
2739,1.65E+05
2740,1.48E+05
2741,1.63E+05
2742,1.55E+05
2743,1.67E+05
2744,1.55E+05
2745,1.40E+05
2746,1.42E+05
2747,1.56E+05
2748,1.40E+05
2749,1.41E+05
2750,1.37E+05
2751,1.36E+05
2752,2.01E+05
2753,1.87E+05
2754,1.95E+05
2755,1.48E+05
2756,1.06E+05
2757,7.68E+04
2758,1.13E+05
2759,1.60E+05
2760,1.37E+05
2761,1.53E+05
2762,1.48E+05
2763,1.95E+05
2764,1.68E+05
2765,2.35E+05
2766,1.65E+05
2767,9.65E+04
2768,1.40E+05
2769,1.34E+05
2770,1.54E+05
2771,1.26E+05
2772,1.20E+05
2773,1.46E+05
2774,1.51E+05
2775,1.40E+05
2776,1.52E+05
2777,1.44E+05
2778,1.53E+05
2779,1.28E+05
2780,1.16E+05
2781,1.06E+05
2782,9.84E+04
2783,1.16E+05
2784,1.37E+05
2785,1.31E+05
2786,8.86E+04
2787,1.23E+05
2788,8.88E+04
2789,1.97E+05
2790,1.11E+05
2791,1.09E+05
2792,8.28E+04
2793,1.78E+05
2794,1.31E+05
2795,1.39E+05
2796,1.14E+05
2797,2.05E+05
2798,1.44E+05
2799,1.35E+05
2800,9.24E+04
2801,1.29E+05
2802,1.55E+05
2803,1.65E+05
2804,1.41E+05
2805,1.04E+05
2806,8.76E+04
2807,1.90E+05
2808,1.51E+05
2809,1.49E+05
2810,1.35E+05
2811,1.61E+05
2812,1.61E+05
2813,1.68E+05
2814,1.70E+05
2815,1.13E+05
2816,2.37E+05
2817,1.49E+05
2818,1.40E+05
2819,1.74E+05
2820,1.42E+05
2821,1.18E+05
2822,2.19E+05
2823,2.67E+05
2824,1.92E+05
2825,1.47E+05
2826,1.49E+05
2827,1.48E+05
2828,2.42E+05
2829,1.91E+05
2830,2.31E+05
2831,2.03E+05
2832,2.30E+05
2833,3.32E+05
2834,2.34E+05
2835,2.17E+05
2836,2.10E+05
2837,1.65E+05
2838,1.52E+05
2839,1.85E+05
2840,2.14E+05
2841,2.12E+05
2842,2.40E+05
2843,1.72E+05
2844,1.64E+05
2845,1.30E+05
2846,2.07E+05
2847,2.34E+05
2848,2.12E+05
2849,2.19E+05
2850,2.69E+05
2851,2.38E+05
2852,2.37E+05
2853,2.57E+05
2854,1.44E+05
2855,2.19E+05
2856,2.12E+05
2857,1.99E+05
2858,2.11E+05
